coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
"13.4305,48.45755",Wed Apr 01 20:25:38 +0000 2020,fuckoffcorona fuckoffcoronavirus wewillsurvive wewillsurvivecorona coronanews staystrong donthordtoiletpaper schärding passau,,https://www.instagram.com/p/B-c5qa2HafS/?igshid=163o6twycmmld,0,1245447251373232133,,,,en,"Schärding, Österreich",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Fuck off, Corona. You will not beat us! And guys please stop hording!
.
.
.
.

#fuckoffcorona #fuckoffcoronavirus #wewillsurvive #wewillsurvivecorona #coronanews #staystrong #donthordtoiletpaper #schärding #passau… https://t.co/NOPOG5uref",https://twitter.com/treischauer/status/1245447251373232133,Tue Mar 10 11:03:42 +0000 2009,treischauer,false,#artist #thomasreischauer #contemporaryart #modernart #abstractart #art #painting,15,1437,1711,59,"Schärding, Oberösterreich, Öst",Thomas Reischauer,treischauer,7057,,http://www.thomasreischauer.art,false
"-84.30719053,33.78874907",Wed Apr 01 18:37:55 +0000 2020,dog sick corona violinist pizza tonight love,,https://www.instagram.com/p/B-ctXt2gifQ/?igshid=oh36aapmvu0,0,1245420144475529217,,,,en,"North Decatur, GA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Lady had a rough night 🙁. Grateful for the animal health special, and they are taking extreme measures to be safe and socially distant💪 stay strong everybody! #dog #sick #corona #violinist #pizza #tonight #love @… https://t.co/owjUW1DagA",https://twitter.com/andyzviolin/status/1245420144475529217,Sun Aug 02 01:19:13 +0000 2009,andyzviolin,false,"composer, violinist, conductor, another human on planet earth https://t.co/Hyq7ZzuLIy",11,13,29,0,Atlanta Ga,Andy Zabinski,andyzviolin,208,,http://www.andyzabinski.com,false
"-111.9616491,33.5147218",Wed Apr 01 20:29:26 +0000 2020,throwback wednesday wednesdayvibes mlb sanfrancisco sanfranciscogiants sfgiants baseball baseballlife lockdown corona lifeisgood,,https://www.instagram.com/p/B-c6IcUpMm6/?igshid=w8w8kjnq1pwq,1,1245448206554669063,,,,en,"Phoenix, AZ",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I MISS BASEBALL!!!

ENOUGH SAID 😢

THE BEAST johnnycueto47 💪🏻
•
•
•
#throwback #wednesday #wednesdayvibes #mlb #sanfrancisco #sanfranciscogiants #sfgiants #baseball #baseballlife #lockdown #corona #lifeisgood… https://t.co/Jdf0Y8spyE",https://twitter.com/hemmy_way/status/1245448206554669063,Thu Dec 21 10:47:32 +0000 2017,hemmy_way,false,PS4 SF 6”7 Three Level Scorer,8511,1103,1062,2,"Phoenix, AZ",H-E-M-E-N-W-A-Y_,hemmy_way,6966,,https://lucashemenwaypodcast.buzzsprout.com/,false
"-80.13085376,25.78115433",Wed Apr 01 18:34:25 +0000 2020,bored lol pornstar jokes quarantine selfquarantine socialdistancing staysafe covid19 coronavirus corona covid,,https://www.instagram.com/p/B-cs-HFgPOJ/?igshid=10tcrh4v1sksm,1,1245419261226557440,,,,en,"Miami Beach, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","This is where we’re at as a nation right now... Ok I’ll start... I’m “Fluffy Fantasy” 😫😫😫😂😂😂

#bored #lol #pornstar #jokes #quarantine #selfquarantine #socialdistancing #staysafe #covid19 #coronavirus #corona #covid… https://t.co/CVvmVj9MDO",https://twitter.com/samuelhall/status/1245419261226557440,Mon Jan 26 20:07:51 +0000 2009,samuelhall,false,Realtor in Miami. I live where you vacation ☀️ @MiamiParties #MiamiParties | https://t.co/6sIK96uhOn | https://t.co/YzpA5bq3XG,88,1101,2057,51,"Miami Beach, Florida",Sam Hall,samuelhall,6521,,http://www.SamHallRealEstate.com,false
"-73.692001,40.6819",Wed Apr 01 17:18:22 +0000 2020,SouthernStateParkway,,http://511ny.org/EventDetails/TRANSCOM/ORI222975110,0,1245400122600706052,,,,en,"North Valley Stream, NY",false,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">NYRegions</a>",Construction on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/7sLZV5ohIS,https://twitter.com/511nyLongIsland/status/1245400122600706052,Thu Jun 25 18:45:29 +0000 2009,511nyLongIsland,false,Traffic & transit updates for the Long Island area provided by New York State 511. Visit the website for more feeds.,0,1597,0,112,Long Island,511NY - Long Island,511nyLongIsland,303956,,http://twitter.511ny.org/,false
"-73.692001,40.6819",Wed Apr 01 18:02:22 +0000 2020,SouthernStateParkway,,http://511ny.org/EventDetails/TRANSCOM/ORC27091209,0,1245411197786226688,,,,en,"North Valley Stream, NY",false,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">NYRegions</a>",Updated: Construction on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/HTPY3yr1GB,https://twitter.com/511nyLongIsland/status/1245411197786226688,Thu Jun 25 18:45:29 +0000 2009,511nyLongIsland,false,Traffic & transit updates for the Long Island area provided by New York State 511. Visit the website for more feeds.,0,1597,0,112,Long Island,511NY - Long Island,511nyLongIsland,303956,,http://twitter.511ny.org/,false
"-46.6753976,-23.6210666",Wed Apr 01 19:25:17 +0000 2020,,,https://www.instagram.com/p/B-cyoc_nmOH/?igshid=ped5rhhi26hg,0,1245432064050106368,,,,en,"Sao Paulo, Brazil",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","A oportunidade de dar Amor para Curar a Dor Covid19 Corona Vírus

@lovenacademy  by Dani Loren

If you believe in Digital Educative Communication to Sustainable Development. Support my work and flow on the natural… https://t.co/psQsUia38r",https://twitter.com/LovenAcademy/status/1245432064050106368,Wed Dec 15 10:44:56 +0000 2010,LovenAcademy,false,Desenvolvimento Sustentável,112,60,228,0,SP . Brasil,Dani Loren,LovenAcademy,9228,,https://www.youtube.com/channel/UCDYfOvP1tV6DNNIXwCOMJ9A,false
"-81.63166667,28.13333333",Wed Apr 01 17:39:35 +0000 2020,SocialDistancing CFlyersTV Rona Covid19 TAG jusnasty corona coronaproblems,,https://www.instagram.com/p/B-cmsgOjrps/?igshid=k2zgov65ctgm,0,1245405463790776320,,,,en,"Haines City, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I’m done with y’all! 😷 🧤 

😐 #SocialDistancing can’t protect you from yourself! - #CFlyersTV 
  #Rona #Covid19 ••• #TAG SUM1 THAT EATS THEIR FOOD WITH GLOVES ON!? 👀🦠😷 🧤 #jusnasty #corona #coronaproblems @ Florida https://t.co/rKODHPtv2R",https://twitter.com/CFlyersTV/status/1245405463790776320,Sat Jan 19 03:41:47 +0000 2019,CFlyersTV,false,🥰 Former Fat Pornstar Turned Comedian 😅 • MAKE MONEY HERE • https://t.co/S5xrSTZNVx,3082,68,252,0,United States,CFlyersTV,CFlyersTV,5423,,http://facebook.com/CFlyersTV,false
"-73.113,40.8297",Wed Apr 01 19:10:59 +0000 2020,,,https://www.instagram.com/p/B-cxJ-ghYWyaJMdhrqvP_m9UPEv4aeZVYunIls0/?igshid=grvl9ex4otcz,0,1245428465752555522,,,,en,"Lake Ronkonkoma, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","💥Don’t worry it’s not a corona💥 @ Lake Ronkonkoma, New York https://t.co/bm61DlTrnY",https://twitter.com/Marcus_DiDonna/status/1245428465752555522,Fri Nov 07 20:02:03 +0000 2014,Marcus_DiDonna,false,New Paltz '20,3406,226,209,0,,Marcus DiDonna,Marcus_DiDonna,1481,,,false
"-73.692001,40.6819",Wed Apr 01 18:02:48 +0000 2020,SouthernStateParkway,,http://511ny.org/EventDetails/TRANSCOM/ORC27091209,0,1245411304300515334,,,,en,"North Valley Stream, NY",false,0,,,"<a href=""https://511ny.org"" rel=""nofollow"">511NY-Tweets</a>",Updated: Construction on #SouthernStateParkway WB at Exit 15 - North Corona Avenue https://t.co/k1pGvD1dpn,https://twitter.com/511NY/status/1245411304300515334,Thu Jun 25 17:22:38 +0000 2009,511NY,false,Traffic & transit updates for all of New York State provided by New York State 511. Visit the website for more feeds.,0,2644,198,236,New York State,511 New York,511NY,4573188,,http://twitter.511ny.org,false
"-122.43856987,37.76442532",Wed Apr 01 18:54:20 +0000 2020,socialdistancing,,https://www.instagram.com/p/B-cvP4UJIXl/?igshid=natetzi18ovf,0,1245424273105321984,,,,en,"San Francisco, CA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Atop #socialdistancing Park. @ Corona Heights, San Francisco https://t.co/iDp8qXrEGy",https://twitter.com/xianlayva/status/1245424273105321984,Wed Jul 02 19:59:28 +0000 2008,xianlayva,false,"Programs Coordinator at UCSF working on losing weight, pursuing interests in language and art, and hoping to someday work in a creative or artistic environment.",12675,822,2332,18,"San Francisco, CA, USA",Christian,xianlayva,15544,,,false
"-73.4188261,41.1601789",Wed Apr 01 17:56:16 +0000 2020,quarantine socialdistancing coronavirus corona dogood,,https://www.instagram.com/p/B-comYYFYed/?igshid=k6c3ljuupil3,1,1245409662838738944,,,,en,"Norwalk, CT",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","The Government extended the #quarantine so we extended our little Stimulus Package! The $10 large cheese pizza special will now run until AT LEAST April 30. 
#socialdistancing #coronavirus #corona #dogood… https://t.co/MQjafWlGW2",https://twitter.com/Letizias_Pizza/status/1245409662838738944,Wed Feb 24 04:51:29 +0000 2016,Letizias_Pizza,false,Proud to be selected as Best Pizza for the 2018 & 2019 Best of the Gold Coast Awards & Best Pizza 3 years in a row by CT Magazine!,363,168,232,0,"Norwalk, CT",Letizia's Pizza,Letizias_Pizza,1383,,http://www.letiziaspizza.com,false
"-81.3775,28.5421",Wed Apr 01 20:10:09 +0000 2020,hipster hip glasses heythere beard trending actor modeling malemodeling suit theatre acting wednesday tiktok instagood corona washyourhands hello fashion,,https://www.instagram.com/p/B-c37TQhIg6/?igshid=jvnmreiirfm7,1,1245443356169248770,,,,en,"Orlando, FL",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Just checking in 👓👔

.
.
.
.
.
.
.
.
.
.
#hipster #hip #glasses #heythere #beard #trending #actor #modeling #malemodeling #suit #theatre #acting #wednesday #tiktok #instagood #corona #washyourhands #hello #fashion… https://t.co/VmNj5i1dgC",https://twitter.com/backman_actor/status/1245443356169248770,Tue Apr 25 15:25:57 +0000 2017,backman_actor,false,"Created in 🇳🇴, made in the 🇺🇸. Actor - Model - Martial Artist",133,38,52,0,"Orlando, FL",Bjorn Backman,backman_actor,204,,http://www.bjornbackmanactor.com,false
"80.22178,12.98948",Wed Apr 01 17:55:50 +0000 2020,,,https://www.instagram.com/p/B-coaGCj5re/?igshid=1t7w9vf8hqs4l,9,1245409553954623490,,,,en,"Chennai, India",false,3,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Show Karuna during Corona

The hot winds blowing through Chennai’s Marina beach, the largest of its kind in Asia, carries with it a sad song. A song of hundreds of stray dogs suffering without food or water as… https://t.co/Eq431nQfVf",https://twitter.com/BlueCross_/status/1245409553954623490,Sun Aug 30 23:10:39 +0000 2009,BlueCross_,false,Pre-order your 2021 calendar today  https://t.co/bKtneDSqMI,9,5502,6,24,Chennai,Blue Cross of India,BlueCross_,3851,,http://www.bluecrossofindia.org/,false
"-122.331,47.6064",Wed Apr 01 20:29:14 +0000 2020,homestay nurse fruits healthy blessed health,,https://www.instagram.com/p/B-c6HFYlbLk/?igshid=1cabkz6uuivuz,0,1245448155396784128,,,,en,"Seattle, WA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Day 9 of home stay. No corona virus symptoms. #homestay #nurse #fruits #healthy #blessed #health @ Seattle, Washington State, U.S.A https://t.co/PpA9TXOc0R",https://twitter.com/Mikedescutido/status/1245448155396784128,Wed Aug 11 15:08:48 +0000 2010,Mikedescutido,false,Plain and simple...,0,15,3,0,Manila,Michael V. Descutido,Mikedescutido,936,,,false
"10.42235616,46.60100393",Wed Apr 01 19:41:27 +0000 2020,,,https://www.rtr.ch/novitads/grischun/engiadina/grond-engaschi-cunter-corona-producziun-da-dischinfectant-en-la-val-muestair https://www.instagram.com/p/B-c0pEtnLSJ/?igshid=l9vq6bt38q0c,1,1245436129614204928,,,,en,"Val Müstair, Switzerland",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",https://t.co/sOHvU8d8Jj @ HighGlen Whisky Distillery https://t.co/bg7QHpxSWy,https://twitter.com/Swisswhiskyman/status/1245436129614204928,Sun Feb 03 15:56:21 +0000 2013,Swisswhiskyman,false,"Whisky Bar mit Eintrag im Guinness Buch der Rekorde. Whiskyhandel, Whisky Museum, Buchautor/Schriftsteller.
HighGlen Whisky Distillery 2014,",182,298,921,1,Sta. Maria V.M. Schweiz,Whiskybar/Distillery,Swisswhiskyman,356,,http://www.swboe.com,false
"-86.7925,36.0265",Wed Apr 01 19:56:06 +0000 2020,,,https://www.instagram.com/p/B-c2UYoBpB3/?igshid=1dmc1karh89ql,0,1245439819469160453,,,,en,"Brentwood, TN",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Corona Fashion @ Brentwood, Tennessee https://t.co/J6urncNppl",https://twitter.com/mikekahnle/status/1245439819469160453,Tue Jul 23 03:03:02 +0000 2013,mikekahnle,false,"Face-melting Awesomeness, Feminist Dad, founder of MIKE Inc, leader of The Gods of Rock, self proclaimed: Most Awesomest Designer of Nashville (and the World)",11,146,228,35,"Brentwood, TN",MikeKahnle,mikekahnle,4471,,,false
"-79.74961,43.6202",Wed Apr 01 19:33:22 +0000 2020,,,https://www.instagram.com/p/B-cztgBjnt6/?igshid=ijg2njjxkso6,0,1245434096689577986,,,,en,"Mississauga, Ontario",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","LIVE Talk Show on the topic of Economic Impact of Corona.

Please join The Aijaz Qureshi Show Thursday, April 2, 2020 at 8pm Pakistan, 8:30pm India, 7pm UAE, and 11am New York Time.

Please have your questions ready… https://t.co/SvUHNvrz11",https://twitter.com/Aijaz_Qureshi/status/1245434096689577986,Sat Sep 24 11:49:29 +0000 2011,Aijaz_Qureshi,false,"Host of a famous On-line show called The Aijaz Qureshi Show.

See you there friends @ https://t.co/DOBQokmNCj",98,45,24,0,Toronto,Aijaz Qureshi,Aijaz_Qureshi,3623,,http://www.aijazqureshi.com,false
"67.01,24.86",Wed Apr 01 19:30:49 +0000 2020,stayhome coronavirus update Pakistan death Free online consultation patients coronavirus corona,,https://www.instagram.com/p/B-czbL-HfhI/?igshid=1a9fqe23p3dlj,0,1245433455640543233,,,,en,"Karachi, Pakistan",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","#stayhome #coronavirus #update 

00:10 April 01, 2020 

180 new cases in #Pakistan and 
01 #death 

Started #Free #online #consultation for self suspected #patients of #coronavirus 

Introducing self #corona check… https://t.co/GUiZWDSDUp",https://twitter.com/ChishtiAKC/status/1245433455640543233,Thu Aug 14 07:45:47 +0000 2014,ChishtiAKC,false,#Business #Advisor and #Consultant - #Hitachi #CEO #Engitech #Chairman #Alumni #SSUET #Biomedical #Equipment and #facilities #planning and #designing,329,468,434,0,Pakistan,Adnan Chishti,ChishtiAKC,1623,,https://www.facebook.com/Adnan-Chishti-Profile-191503931502155/,false
"-1.7921,53.6027",Wed Apr 01 19:50:18 +0000 2020,homeschooling currentaffairs dt resistantmaterials,,https://www.instagram.com/p/B-c1p3pnssaij_7KQZaDJFt_eDj5ZLDxIcpP_E0/?igshid=1o59eg68ml6v5,0,1245438359805272070,,,,en,"Honley, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Violet built a Lego hospital today, in her words 'for the Corona Virus.'  So that's the #homeschooling done for today: #currentaffairs #dt #resistantmaterials @ Honley https://t.co/tuU5DC0Xr8",https://twitter.com/LeahJoanneShaw/status/1245438359805272070,Fri Jan 08 22:14:57 +0000 2010,LeahJoanneShaw,false,Gobby and opinionated.... perfect for twitter!,18,32,51,0,,Leah Shaw,LeahJoanneShaw,994,,,false
"-15.58496475,27.76527926",Wed Apr 01 17:17:47 +0000 2020,dontunderstand,,https://www.instagram.com/p/B-ckMqOF08y/?igshid=nd1fvi0ac697,0,1245399977238482947,,,,en,"San Bartolomé de Tirajana, Spain",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Hate and fat shaming Corona on the turbo and still no knock on the door from His Majesty.s finest., #dontunderstand @ Cycle Gran Canaria https://t.co/pWcubiWjaW",https://twitter.com/CycleGranCanari/status/1245399977238482947,Sat May 02 09:48:08 +0000 2009,CycleGranCanari,false,Cycling Holidays on Gran Canaria when you need them most!,454,659,765,12,Gran Canaria,Cycle Gran Canaria,CycleGranCanari,5555,,http://www.cyclegrancanaria.com,false
"-73.9961493,40.70542461",Wed Apr 01 19:50:50 +0000 2020,coronavirus corona virus isolation COVID19 emptystreets emptynyc nycshutdown quarantine quarantinelife staysafe covid_19 stayhome,,https://www.instagram.com/p/B-c1tYYKZgZ/?igshid=11jgh139yx02,0,1245438494190850056,,,,en,"New York, USA",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I'm trying my hardest to not act how low I feel ツ 💔..
.
.
.
.
#coronavirus #corona #virus #isolation #COVID19 #emptystreets #emptynyc #nycshutdown #quarantine #quarantinelife #staysafe #covid_19 #stayhome… https://t.co/LCtXfuKNyT",https://twitter.com/NeiasNmore/status/1245438494190850056,Fri Feb 04 23:28:25 +0000 2011,NeiasNmore,false,"New York State of Mind.
Love photography.",1839,725,3226,7,"New York, USA",Neias N more,NeiasNmore,37703,,,false
"-74.0064,40.7142",Wed Apr 01 19:54:26 +0000 2020,tipsandreview,,http://tipsandreview.com/Review.asp?RID=335 https://www.instagram.com/p/B-c2ILMn1v3/?igshid=20m9ajmeixpe,0,1245439399552339969,,,,en,"Manhattan, NY",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Last found in Tips and Review https://t.co/FSVzSpHmIU #tipsandreview CORONA VIRUS PANDEMIC via tipsandreview… https://t.co/jNfPUZgIhL,https://twitter.com/tipsandreview/status/1245439399552339969,Thu Jan 04 01:32:18 +0000 2018,tipsandreview,false,https://t.co/0PiYn3NevV has mission to help people with advising the places which they interested.,6,4,16,0,"New York, USA",Tips and Review,tipsandreview,268,,http://tipsandreview.com,false
"54.62654427,24.25846063",Wed Apr 01 18:10:33 +0000 2020,labotel safteytalk sterilization abudhabicamps,,https://www.instagram.com/p/B-cqPNxJx9C/?igshid=1lqm34q86gl6p,0,1245413255281086468,,,,en,"Abu Dhabi, United Arab Emirates",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Abu Dhabi Government conducted a mandatory Sterilization Program to ensure the safety of our residents pertaining the pandemic novel corona virus.

#labotel #safteytalk #sterilization #abudhabicamps… https://t.co/Up0qDiZLVq",https://twitter.com/LabotelV/status/1245413255281086468,Wed Nov 21 12:28:43 +0000 2018,LabotelV,false,Labotel is a workers village that focuses on the wellbeing and happiness of its residents. Call us at (800 1333),0,4,15,0,Abu Dhabi,Labotel Workers Village,LabotelV,104,,https://www.labotel.ae/,false
"69,29",Wed Apr 01 18:50:02 +0000 2020,MBRU COVID Community CommunityImmunity Corona Ambassador stayathome staypositive Doctors Social,,https://www.instagram.com/p/B-cuwR0Hh1V/?igshid=tkbwccsm9m,0,1245423190165336064,,,,en,"Balochistan, Pakistan",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","I am now an #MBRU Community Immunity Ambassador. I am responsible to protect myself and my community from #COVID-19.
.
#Community #CommunityImmunity #Corona #Ambassador #stayathome #staypositive #Doctors #Social… https://t.co/ZOwi7MhLxi",https://twitter.com/omer_toor/status/1245423190165336064,Fri Dec 29 21:39:10 +0000 2017,omer_toor,false,"Insta: umer.toor Believing in it more than it believes in itself ! Pioneer 3d Projection Mapping Pakistan, Life Coach, Motivational Speaker, Sports Activist",17,57,131,0,پاکستان,Umer Toor,omer_toor,968,,https://www.youtube.com/UmerToor,false
"67.7263999,30.38039104",Wed Apr 01 18:52:22 +0000 2020,,,https://www.instagram.com/p/B-cvBgkhOfJ/?igshid=1qcouf4o0bm5s,0,1245423779670560774,,,,en,"Balochistan, Pakistan",true,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",The Government of Pakistan brings yet another revolutionary service for its people. Whatsapp Corona Helpline in 7 local languages. NHSRC &amp; Digital Pakistan collaborated to bring awareness and education to all… https://t.co/W1jbjtbf23,https://twitter.com/ziarat_pk/status/1245423779670560774,Fri Jun 20 11:26:22 +0000 2014,ziarat_pk,false,ziarat balochistan pakistan,5,36,264,0,ziarat balochistan pakistan,ziarat balochistan,ziarat_pk,1444,,https://www.ziaratbalochistan.com,false
"-80.0169,32.8854",Wed Apr 01 17:59:51 +0000 2020,,,https://www.instagram.com/p/B-cpA65gdiy/?igshid=1igsszrvfw0zj,0,1245410565012553728,,,,en,"North Charleston, SC",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","There is still years of opportunity in Charleston SC! If you lost your mortgage or need business capital because of the Corona please reach out ASAP. @ North Charleston, South Carolina https://t.co/QFMvJISoiX",https://twitter.com/DavidRBizousky/status/1245410565012553728,Mon Jul 16 21:20:48 +0000 2012,DavidRBizousky,false,"Swqity - Store, Move, Deliver.  All things real estate, Travel, and providing solutions for large data and security issues.",93,409,1199,10,Charleston SC,David R. Bizousky,DavidRBizousky,4085,,http://www.swqity.com,false
"72.8764,19.0627",Wed Apr 01 19:15:20 +0000 2020,gocoronago coronavirus worldtraveler healthylifestyle selfcare healthcare covid19 stayhome staystrong staysafe pinkfloyd,,https://www.instagram.com/p/B-cxpqghj2s/?igshid=1unq4sewb2w2h,0,1245429560289759234,,,,en,"Mumbai, India",false,1,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Me Looking at Corona &amp; Saying Why Don't You Just Fuck Off from the Universe ?

#gocoronago #coronavirus #worldtraveler #healthylifestyle #selfcare #healthcare #covid19 #stayhome #staystrong #staysafe #pinkfloyd… https://t.co/hC1FSpA5CT",https://twitter.com/beard_beers/status/1245429560289759234,Mon Feb 14 07:10:53 +0000 2011,beard_beers,false,"Searching Beagles, Rock(Classics), Movies(Animation), Liverpool, Cricket,  Nature, Foodie, Beers, Photography, Adventurous, Novels and many more!",2948,377,1516,4,Mumbai,Smitesh Kambli,beard_beers,1419,,,false
"-90.23206,38.60905",Wed Apr 01 19:42:31 +0000 2020,stayhome,,https://www.instagram.com/p/B-c0w2SDlQB/?igshid=3ri8f1cugx4,0,1245436400297816065,,,,en,"St Louis, MO",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","CORONA COMMANDER -
Poster &amp; Graphic-Tee

Came up with this idea last night and I had to create it! I also designed a shirt as memorabilia to this time of our lives.

If you want one let me know!

#stayhome… https://t.co/OK5F8RCsgG",https://twitter.com/mattiburns/status/1245436400297816065,Wed Jun 04 16:43:31 +0000 2008,mattiburns,false,Welcome to the studio. My name is RC.Nelson - I design characters and animate stories at my production studio located downtown STL. Lets be frands...,33,292,690,13,"St Louis, MO",mattiburns.studio,mattiburns,1267,,http://www.mattiburns.com,false
"73.06521592,33.69386247",Wed Apr 01 18:13:43 +0000 2020,corona covid19 quarantine stayhome staysafe welfare publicmessage truemessage qotd quoteoftheday writerscommunity,,https://www.instagram.com/p/B-cqmbAhBX4/?igshid=1uteg47pv3j5a,0,1245414053264199691,,,,en,"Islamabad, Pakistan",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","JUST THINK OF YOUR FAMILY, IF NOT OF YOURSELF.
Nagar me faila do, logo ko satark karo.
.
.
#corona #covid19 #quarantine #stayhome #staysafe #welfare
#publicmessage #truemessage #qotd #quoteoftheday #writerscommunity… https://t.co/AfISwu6YEw",https://twitter.com/Ajay_Krishnani/status/1245414053264199691,Mon Jan 16 18:09:19 +0000 2012,Ajay_Krishnani,false,There's no art without an inspiration.,87,24,102,1,"Surat, India",Ajay,Ajay_Krishnani,483,,,false
"-0.12731805,51.50711486",Wed Apr 01 19:18:54 +0000 2020,,,https://www.instagram.com/p/B-cxoEHFyo4/?igshid=vt4a2rrrsdie,0,1245430454943186950,,,,en,"London, England",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Calling all you fellow Corona Lockdown Inmates….

Going out dancing, seeing friends, and well  all other things involving leaving ones house  may have been outlawed but there may be a solution to this fun… https://t.co/qjJu7bVxuM",https://twitter.com/mrjamesphillips/status/1245430454943186950,Mon Mar 16 10:52:50 +0000 2009,mrjamesphillips,false,"Maker of..../ Art Director / Set Designer / Events Designer / Set Maker, Dresser, Procurer / Artist / Drag Queen / DJ / Essential",23,634,1468,10,East London,MrJamesPhillips,mrjamesphillips,688,,http://www.propositionlondon.com,false
"12.68202001,58.33555268",Wed Apr 01 20:06:42 +0000 2020,,,https://www.instagram.com/p/B-c3haooEpd/?igshid=rbn4wbycqpxx,0,1245442487621206018,,,,en,"Grästorp, Sverige",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Back and triceps for today! 
With husband/coach smagge75 and our youngest son. 

Still no corona lockdown in Sweden. 
Only thing they’ve said so far is; no gatherings larger than 50 ppl. You are not allowed to… https://t.co/7N2S2M6x5S",https://twitter.com/Tigertofflan/status/1245442487621206018,Sun Feb 19 17:32:38 +0000 2012,Tigertofflan,false,Love NKOTB Cruised -14 & -15. 5th at WSW-16. WR SilverDollar deadlift 335kg. Swedens Strongest -16 Europes strongest -16 Sponsored by proteinfabrikken.se,7142,1383,1718,17,Sweden ,Anna,Tigertofflan,23544,,https://www.facebook.com/Anna-Harjap%C3%A4%C3%A4-Strongwoman-172128299810381/,false
"3.31667,51",Wed Apr 01 18:20:52 +0000 2020,corona staysafe music brass trumpet instruments strongertogether neighbourhood covid19,,https://www.instagram.com/p/B-crah8IJHf/?igshid=1kjn3g0ofwp6w,0,1245415851798519814,,,,en,"Tielt, België",false,0,,,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","Music brings people together 🖤🎺🎶 #corona #staysafe #music #brass #trumpet #instruments #strongertogether #neighbourhood #covid19 @ Tielt, Belgium https://t.co/FaBQrVErcX",https://twitter.com/kimberly_lamote/status/1245415851798519814,Fri Oct 21 08:24:59 +0000 2016,kimberly_lamote,false,"🤓👽movies and tv-showfanatic😈🎥
🎹🎙musicfreak🎧🎸
🐶🐼animallover🐥🐲
🔬🕹love nerdy/geekystuff📚😋
🌍🌐Can speak 4 languages⛱🗺
IG: @kimmylacilki",15600,150,380,3,"Knokke-Heist, België",Kimmy🐑,kimberly_lamote,2877,,,false
